Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE DURING JUNE, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
757,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.18,0.00,
758,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,MARIA DOLORES HOSTA REBES,KOLKATA,Academic tutoring services,0.18,0.00,
759,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.18,0.00,
760,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.17,0.00,
761,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SNIL DEY DAS,KOLKATA,Academic tutoring services,0.18,0.00,
762,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.60,0.01,
763,"GIRONA FINANCIAL CONSULTANCY SERVICES
PV",Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.34,0.01,
764,FELGUERA GRUAS INDIA PVT LTD,Spain,"Duro Felguera, S.A",HYDERABAD,Architectural and engineering activities and related technical consultancy,338.97,5.31,
765,FELGUERA GRUAS INDIA,Spain,"DF Operaciones Y Montajes, S.A",HYDERABAD,Architectural and engineering activities and,0.58,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,PVT LTD,,,,related technical consultancy,,,
766,ELECTRICFOR HEATING SYSTEMS INDIA PRIVAT,Spain,ELECTRICFOR S.A,BANGALORE,"Manufacture of steam or other vapour generating boilers and hot water boilers other than central heating boilers other than
central heating",3.07,0.05,
767,ELECTRICFOR HEATING SYSTEMS INDIA PRIVAT,Spain,ELECTRICFOR S.A,BANGALORE,Manufacture of steam or other vapour generating boilers and hot water boilers other than central heating boilers other than central heating,0.99,0.02,
768,SACYR INDIA INFRA PROJECTS PVT LTD,Spain,Sacyr Construccion,NEW DELHI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,",7.69,0.12,
769,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.35,0.01,
770,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,MARIA DOLORES HOSTA REBES,KOLKATA,Academic tutoring services,0.35,0.01,
771,GIRONA FINANCIAL CONSULTANCY SERVICES PV,Spain,SUNIL DEY DAS,KOLKATA,Academic tutoring services,0.76,0.01,
772,HIPRA INDIA PVT LTD,Spain,LABORATORIES HIPRA S.A,MUMBAI,Manufacture of veterinary preparations,0.71,0.01,
773,SRS REAL INFRASTRUCTURE LIMITED,Sri Lanka,Adhiyal Narayanan jointly with Ranjini N,NEW DELHI,Construction of buildings carried out on own- account basis or on a fee or contract basis,0.00,0.00,
774,GLOBAL IMPRESSIONS LABELS INDIA PRIVATE,Sri Lanka,IMPRESSIONS LABELS LANKA(PVT) LTD,BANGALORE,Other printing activities like screen printing other than textile n.e.c.,3.12,0.05,
775,KUNSKAPSKOLAU EDUVENTURE PVT LTD,Sweden,Kunskapsskolan Education AB,NEW DELHI,Educational support services,4.49,0.07,
776,ASTACUS TECHNOLOGIES PVT LTD,Sweden,Astacus AB,HYDERABAD,Wholesale of software,0.10,0.00,
777,CASTMASTER MOBITEC INDIA PRIVATE LIMITED,Sweden,Mobitec AB,NEW DELHI,"Manufacture of other transport equipments
n.e.c. such as pushcarts, handcarts etc",1.28,0.02,
778,OSTBERG INDIA PRIVATE LIMITED,Sweden,Ostberg Group AB,NEW DELHI,Manufacture of electric fans (except exhaust fans),49.00,0.77,
779,SEPSON INDIA PRIVATE LIMITED,Sweden,SEPSON AB,BANGALORE,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road",0.50,0.01,
780,SEPSON INDIA PRIVATE LIMITED,Sweden,AB HABEO,BANGALORE,"Manufacture of diverse parts and
accessories for motor vehecles sucs as brakes, gearboxes, axles, road",0.00,0.00,
781,ONMED INDIA PVT LTD,Sweden,Ms. STEFEN MOHAN FRICKS,MUMBAI,Hospital activities,0.00,0.00,
782,ONMED INDIA PVT LTD,Sweden,ONMED INTERNATIONAL AB,MUMBAI,Hospital activities,0.10,0.00,
783,JAJOO HYGIENE PRIVATE LIMITED,Sweden,"INVESTKONSULT SWEDEN AB, SWEDEN",BHOPAL,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",9.69,0.15,
784,JAJOO HYGIENE PRIVATE LIMITED,Sweden,"INVESTKONSULT SWEDEN AB, SWEDEN",BHOPAL,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",1.22,0.02,
785,DRM FILTER TECHNOLOGY PRIVATE LIMITED,Switzerland,DRM DR MUELLER AG,AHMEDABAD,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,0.10,0.00,
786,DRM FILTER TECHNOLOGY PRIVATE LIMITED,Switzerland,DRM DR MUELLER AG,AHMEDABAD,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,29.90,0.47,
787,MOTION DYNAMICS PRIVATE LIMITED,Switzerland,Hans A. Feusi,HYDERABAD,Manufacture of other electrical equipment,1.01,0.02,
788,EMERGE LEARNING SERVICES PRIVATE LIMITED,Switzerland,Saatci Virtanes,CHENNAI,Other educational services n.e.c.,90.06,1.41,
789,DRM FILTER TECHNOLOGY PRIVATE LIMITED,Switzerland,DRM DR MUELLER AG,AHMEDABAD,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,10.00,0.16,
790,DRM FILTER TECHNOLOGY PRIVATE LIMITED,Switzerland,DRM DR MUELLER AG,AHMEDABAD,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,6.12,0.10,
791,ELMA ELECTRONIC PRIVATE LIMITED,Switzerland,ELMA ELECTRONIC AG,BANGALORE,Architectural and engineering activities and related technical consultancy,0.10,0.00,
792,TION ENTERPRISES PVT LTD,Switzerland,HANSRUEDI HABERLI,MUMBAI,Other non-specialised wholesale trade n.e.c.,0.88,0.01,
793,ADVANCED BIONICS INDIA PVT LTD,Switzerland,ADVANCED BIONICS AG,BANGALORE,Other non-specialised wholesale trade n.e.c.,5.43,0.09,
794,SYNOVA LASER TECHNOLOGIES (INDIA) PRIVAT,Switzerland,SYNOVA SA,AHMEDABAD,Installation of industrial machinery and equipment,0.10,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
795,SOFTWAREONE INDIA PRIVATE LIMITED,Switzerland,Softwareone AG,NEW DELHI,Wholesale of software,1.00,0.02,
796,MOTION DYNAMICS PRIVATE LIMITED,Switzerland,Leo W Marxer,HYDERABAD,Manufacture of other electrical equipment,1.01,0.02,
797,STEINER INDIA LTD,Switzerland,STEINER AG.,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,40.00,0.63,
798,MICHELIN INDIA TAMILNADU TYRES PVT LTD,Switzerland,COMPAGNIE FINANCIERE DU GROUPE MICHELIN,CHENNAI,"Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three- wheelers, tractors","2,800.00",43.85,
799,SONGWON SPECIALTY CHEMICALS - INDIA PRIV,Switzerland,SONGWON SPECIALITY CHEMICALS- INDIA PVT L,AHMEDABAD,Manufacture of organic and inorganic chemical compounds n.e.c.,0.10,0.00,
800,SONGWON SPECIALTY CHEMICALS - INDIA PRIV,Switzerland,SONGWON INTERNATIONAL AG,AHMEDABAD,Manufacture of organic and inorganic chemical compounds n.e.c.,81.10,1.27,
801,JHY TECHSERVE PRIVATE LIMITED,Taiwan,JHY GLOBAL LIMITED,BANGALORE,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,4.98,0.08,
802,GLACIAL INTERNATIONAL PRIVATE LIMITED,Taiwan,HITUL DINESHBHAI JOGANI,AHMEDABAD,Working of diamonds and other precious and semi-precious stones including the working of industrial quality,52.00,0.81,
803,TECHMATION INDIA EQUIPMENT PVT LTD,Taiwan,"techmation co. ltd.,",MUMBAI,Installation of industrial machinery and equipment,3.03,0.05,
804,SCHOLARLY EDITING AND TRANSLATION SERVIC,Taiwan,Stephen Vincent Wallace Sr,MUMBAI,"Other professional, scientific and technical activities n.e.c.",2.45,0.04,
805,VEE RUBBER INDIA PRIVATE LIMITED,Thailand,VITORN SUKANJANAPONG,AHMEDABAD,"Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three- wheelers, tractors",0.70,0.01,
806,SYNDACAST INDIA PRIVATE LIMITED,Thailand,Syndacast International Limited,NEW DELHI,"Other data processing, hosting and related activities n.e.c.",0.10,0.00,
807,WE ALLIANCE PACKAGING INDIA PVT LTD,Thailand,WE ALLIANCE CO. LTD,BANGALORE,Wholesale of other clothing items n.e.c.,1.95,0.03,
808,VEE RUBBER INDIA PRIVATE LIMITED,Thailand,VEERAPON SUKANJANAPONG,AHMEDABAD,"Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three- wheelers, tractors",0.10,0.00,
809,VEE RUBBER INDIA PRIVATE LIMITED,Thailand,VEERAWAT SUKANJANAPONG,AHMEDABAD,"Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three- wheelers, tractors",0.10,0.00,
810,VEE RUBBER INDIA PRIVATE LIMITED,Thailand,VEERAWUT SUKANJANAPONG,AHMEDABAD,"Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three-
wheelers, tractors",0.10,0.00,
811,EKSOY CHEMICALS INDIA PRIVATE LIMITED,Turkey,EKSOY KIMYA SANAYI VE TICARET ANONIM SIR,AHMEDABAD,"Manufacture of chemical products or preparations of a kind used in the textiles, paper, leather and like",6.35,0.10,
812,DIGIVATION DIGITAL SOLUTION PRIVATE LIMI,Turkey,Sanjeeb Kumar Patra,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",3.05,0.05,
813,A&I HOSPITALITY PRIVATE LIMITED,UAE,JAI H LAKHWANI,AHMEDABAD,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",12.96,0.20,
814,MANJUSHA GLASS WORKS PVT LTD,UAE,GDB IMPEX DMCC UNIT NO. 1605 FORTUNE TOW,KANPUR,Manufacture of other glassware/glass products: articles of glass used in construction such as glass blocks;,13.41,0.21,
815,LULU CONVENTION AND EXHIBITION CENTRE PV,UAE,MOHAMED ALTHAF & Mr. M.A. SALIM,KOCHI,Other specialized construction activities,50.00,0.78,
816,KIMS HEALTHCARE MANAGEMENT LTD,UAE,12 NRIS & 1 COMPANY,KOCHI,Hospital activities,72.71,1.14,
817,MASAFI DEVELOPERS PVT. LTD.,UAE,PEZHUVILA KOCHUMMAN SAJEEV,KOCHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",74.90,1.17,
818,OLIVE ROOTS INDIA PVT LTD,UAE,Gulf Petrochem FZC,NEW DELHI,"Cafeterias, fast-food restaurants and other food preparation in market stalls",12.43,0.19,
819,SKANRAY TECHNOLOGIES PRIVATE LIMITED,UAE,VIJENDRA NATH MALHOTRA,BANGALORE,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",2.19,0.03,
820,101 DIGITAL SERVICES INDIA PVT LTD,UAE,MOBY MEDIA FZ LLC,MUMBAI,Video production,7.17,0.11,
821,DEVIDAS BUILDERS PVT LTD,UAE,DEVIDAS N BUDHRANI,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,62.50,0.98,
822,DEVIDAS BUILDERS PVT LTD,UAE,DEVIDAS N BUDHRANI,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,31.50,0.49,
823,LEADGEN TECHNOLOGIES INDIA PRIVATE LIMIT,UAE,EBANAZATHU VELAPPAN SHUNMUGAM,BANGALORE,Other information technology and computer service activities n.e.c,2.00,0.03,
824,IBOX TECHNOLOGY PRIVATE LIMITED,UAE,Freeport Shipping LLC,CHENNAI,Providing software support and maintenance to the clients,10.00,0.16,
825,ADVANTA INDIA LIMITED,UAE,ALBERTO LEON,HYDERABAD,Growing of other oil seeds,1.46,0.02,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
826,ADVANTA INDIA LIMITED,UAE,MANOJ GUPTA,HYDERABAD,Growing of other oil seeds,1.09,0.02,
827,VITAS PHARMA RESEARCH PVT LTD,UAE,"Kamal Karmakar, UAE",HYDERABAD,Research and experimental development on natural sciences and engineering,0.48,0.01,
828,MANCHUKONDA AGROTECH PRIVATE LIMITED,UAE,Mahaswetha FoodStuff Trading LLC,HYDERABAD,Rice milling,78.67,1.23,
829,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Surendra Jhunjhunwala,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,56.88,0.89,
830,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Al Saham Al Fadhi Metals TR LLC,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,141.26,2.21,
831,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Greta Metals DMCC,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,73.51,1.15,
832,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Globusstar Trading Co LLC,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,20.09,0.31,
833,ELTECH APPLIANCES PRIVATE LIMITED,UAE,Eltech Energy Services FZE,CHENNAI,Manufacture of other articles n.e.c.,73.60,1.15,
834,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Al Saham Al Fahadi Metals TR LLC,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,15.62,0.24,
835,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Gulf Recycling F.Z.C,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,13.21,0.21,
836,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Paper Chase International INC,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,13.20,0.21,
837,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Buoysail Trading East,CHENNAI,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,2.21,0.03,
838,SURYADEV ALLOYS AND POWER PRIVATE LIMITE,UAE,Buoysail Charting & Trading Ltd,CHENNAI,"Manufacture of electricity distribution and
control apparatus (electrical apparatus for switching or",6.62,0.10,
839,SUNDER CONSTRUCTION PVT LTD,UAE,DEVIDAS BUDHRANI,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,2.00,0.03,
840,GULF PETROCHEM INDIA PVT. LTD.,UAE,Gulf Petrochem FZC,NEW DELHI,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",63.68,1.00,
841,BLISS CHOCOLATE INDIA PRIVATE LIMITED,UAE,RAZI FAKIH,BANGALORE,"Manufacture of biscuits, cakes, pastries, rusks etc.",3.90,0.06,
842,BLISS CHOCOLATE INDIA PRIVATE LIMITED,UAE,NADEEM AHMAD IRFAN AHMAD,BANGALORE,"Manufacture of biscuits, cakes, pastries, rusks etc.",2.25,0.04,
843,BLISS CHOCOLATE INDIA PRIVATE LIMITED,UAE,SYED KASHIF AKHTAR,BANGALORE,"Manufacture of biscuits, cakes, pastries, rusks etc.",3.90,0.06,
844,SUNDER CONSTRUCTION PVT LTD,UAE,DEVIDAS BUDHRANI,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,5.00,0.08,
845,SUNDER CONSTRUCTION PVT LTD,UAE,DEVIDAS BUDHRANI,MUMBAI,Construction of buildings carried out on own- account basis or on a fee or contract basis,6.00,0.09,
846,SPMS GRAPHIC INDIA PVT LTD,UAE,SHYAM BABU,MUMBAI,Other service activities related to printing n.e.c.,0.45,0.01,
847,N F IMPEX PRIVATE LIMITED,UAE,Longie Judy Nazareth,NEW DELHI,Wholesale of metal and non-metal waste and scrap n.e.c.,6.58,0.10,
848,N F IMPEX PRIVATE LIMITED,UAE,Gurucharan Singh,NEW DELHI,Wholesale of metal and non-metal waste and scrap n.e.c.,4.43,0.07,
849,RAS INFRAPORT PVT LTD,UAE,AGRI COMMODITIES,KOLKATA,Cargo handling incidental to water transport,2.37,0.04,
850,INTERGEN ENERGY LIMITED,UAE,Emerging Investment Limited,NEW DELHI,Electric power generation using solar energy,11.01,0.17,
851,RAS INFRAPORT PVT LTD,UAE,AGRI  COMMODITIES,KOLKATA,Cargo handling incidental to water transport,1.60,0.03,
852,RAS INFRAPORT PVT LTD,UAE,AGRI COMMODITIES,KOLKATA,Cargo handling incidental to water transport,0.63,0.01,
853,SRS REAL INFRASTRUCTURE LIMITED,UAE,Vani Chinchani jointly with Vinod Chinch,NEW DELHI,Construction of buildings carried out on own- account basis or on a fee or contract basis,0.00,0.00,
854,SRS REAL INFRASTRUCTURE LIMITED,UAE,Avanisha,NEW DELHI,Construction of buildings carried out on own- account basis or on a fee or contract basis,0.00,0.00,
855,AASTHA APPARELS PRIVATE LIMITED,UAE,Krazy Kat Overseas LLC,NEW DELHI,Wholesale of other clothing items n.e.c.,6.12,0.10,
856,FREIGHT SYSTEMS (I) PVT. LTD.,UAE,Jonathan Mark Philips,MUMBAI,Cargo handling incidental to land transport,62.32,0.98,
857,FREIGHT SYSTEMS (I) PVT. LTD.,UAE,David Lionel Philips,MUMBAI,Cargo handling incidental to land transport,9.12,0.14,
858,FREIGHT SYSTEMS (I) PVT. LTD.,UAE,David Lionel Philips,MUMBAI,Cargo handling incidental to land transport,5.95,0.09,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
859,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",29.16,0.46,
860,MARWAH FINANCE PRIVATE LIMITED,UAE,NIBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",7.56,0.12,
861,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",2.15,0.03,
862,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",24.84,0.39,
863,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",32.40,0.51,
864,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",43.20,0.68,
865,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",35.64,0.56,
866,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",12.96,0.20,
867,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",5.40,0.08,
868,RAS INFRAPORT PVT LTD,UAE,AGRI COMMODITIES,KOLKATA,Cargo handling incidental to water transport,0.30,0.00,
869,RAS INFRAPORT PVT LTD,UAE,AGRI COMMODITIES,KOLKATA,Cargo handling incidental to water transport,1.25,0.02,
870,RAS INFRAPORT PVT LTD,UAE,AGRI COMMODITIES,KOLKATA,Cargo handling incidental to water transport,0.10,0.00,
871,NEWPORT INDIA PVT LTD,UAE,NEWCHEM LOGISTICS LLC,MUMBAI,Activities of shipping cargo agents,19.90,0.31,
872,SQUAREONE TECHNOLOGIES PRIVATE LIMITED,UAE,Squareone Technologies LLC,MUMBAI,Retail sale of non-customized software,2.77,0.04,
873,EMIRATES SLEEP SYSTEMS PVT LTD(O/N KING,UAE,FaisalAbdulla Ahmed AI Moosa,MUMBAI,Manufacture of mattresses and pillows,1.25,0.02,
874,EMIRATES SLEEP SYSTEMS PVT LTD(O/N KING,UAE,Dubai Manufacturing Co.,MUMBAI,Manufacture of mattresses and pillows,8.50,0.13,
875,ASHBROS HOTELS PRIVATE LIMITED,UAE,MOHAMMAD TOFIC ABDUL SATTAR,BANGALORE,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",18.00,0.28,
876,UNICORN VALVES PVT LTD,UAE,WAEL AL SHIHABI,CHENNAI,"Manufacture of other pumps, compressors, taps and valves etc.",6.08,0.10,
877,RAS INFRAPORT PVT LTD,UAE,AGRI COMMODITIES,KOLKATA,Cargo handling incidental to water transport,0.80,0.01,
878,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",23.76,0.37,
879,CAE SIMULATION TRAINING PVT LTD,UAE,CAE Middle East Holdings Limited,NEW DELHI,Other educational services n.e.c.,60.00,0.94,
880,MARWAH FINANCE PRIVATE LIMITED,UAE,NIMBUS FZE,CHANDIGARH`,"Other financial service activities, except insurance and pension funding activities, n.e.c.",48.60,0.76,
881,KIMS KOLLAM MULTI SPECIALITY HOSPITAL IN,UAE,ABDUL KHADER ABDUL SALAM,KOCHI,Hospital activities,5.91,0.09,
882,ICONIZE MULTIMEDIA PRODUCTION COMPANY PV,UAE,MHD MAZEN JANO,KOCHI,Other information technology and computer service activities n.e.c,0.10,0.00,
